timing_probe_id,timing_rank,base_probe_id,base_queue_rank,variant_side,variant_indicator_id,variant_lookback_bars,baseline_lookback_bars,anchor_type,anchor_id,trigger_id,probe_timeframe,pair_prior_score,pair_prior_bucket,baseline_status,baseline_composite_score,baseline_signal_count,baseline_best_expectancy_r,baseline_best_trades,baseline_best_profit_factor,profile_id,output_dir,status,primary_score,composite_score,score_delta,score_basis,signal_count,signal_count_delta,best_expectancy_r,expectancy_delta,best_trades,trade_delta,best_win_rate,best_profit_factor,profit_factor_delta,timing_bucket,error
l3b-054-l3-027-toby-crabel-narrow-range-candle-direction-index-m5-tr-lb3,54,l3-027-toby-crabel-narrow-range-candle-direction-index-m5,27,trigger,CANDLE_DIRECTION_INDEX,3,1,compression,TOBY_CRABEL_NARROW_RANGE,CANDLE_DIRECTION_INDEX,M5,83.54,probe_now,ok,0.0,4.0,2.381,3,,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-054-l3-027-toby-crabel-narrow-range-candle-direction-index-m5-tr-lb3,skipped_existing,0.0,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",4.0,0.0,2.381,0.0,3,0.0,1.0,,,neutral,
l3b-055-l3-028-toby-crabel-narrow-range-nvo-volume-impulse-m5-tr-lb2,55,l3-028-toby-crabel-narrow-range-nvo-volume-impulse-m5,28,trigger,NVO_VOLUME_IMPULSE,2,1,compression,TOBY_CRABEL_NARROW_RANGE,NVO_VOLUME_IMPULSE,M5,83.43,probe_now,ok,0.0,138.0,-0.0584,136,0.9607,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-055-l3-028-toby-crabel-narrow-range-nvo-volume-impulse-m5-tr-lb2,skipped_existing,0.0,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",186.0,48.0,-0.1068,-0.048400000000000006,172,36.0,0.6585,0.8828,-0.07789999999999997,neutral,
l3b-056-l3-028-toby-crabel-narrow-range-nvo-volume-impulse-m5-tr-lb3,56,l3-028-toby-crabel-narrow-range-nvo-volume-impulse-m5,28,trigger,NVO_VOLUME_IMPULSE,3,1,compression,TOBY_CRABEL_NARROW_RANGE,NVO_VOLUME_IMPULSE,M5,83.43,probe_now,ok,0.0,138.0,-0.0584,136,0.9607,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-056-l3-028-toby-crabel-narrow-range-nvo-volume-impulse-m5-tr-lb3,skipped_existing,0.0,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",235.0,97.0,-0.1085,-0.0501,215,79.0,0.6457,0.8645,-0.09619999999999995,neutral,
l3b-057-l3-029-rolling-volume-profile-context-channel-reentry-m5-tr-lb2,57,l3-029-rolling-volume-profile-context-channel-reentry-m5,29,trigger,CHANNEL_REENTRY,2,1,profile_value,ROLLING_VOLUME_PROFILE_CONTEXT,CHANNEL_REENTRY,M5,83.38,probe_now,ok,0.0,480.0,-0.0234,469,0.955,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-057-l3-029-rolling-volume-profile-context-channel-reentry-m5-tr-lb2,skipped_existing,0.0,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",911.0,431.0,-0.0477,-0.0243,901,432.0,0.6864,0.8792,-0.07579999999999998,neutral,
l3b-058-l3-029-rolling-volume-profile-context-channel-reentry-m5-tr-lb3,58,l3-029-rolling-volume-profile-context-channel-reentry-m5,29,trigger,CHANNEL_REENTRY,3,1,profile_value,ROLLING_VOLUME_PROFILE_CONTEXT,CHANNEL_REENTRY,M5,83.38,probe_now,ok,0.0,480.0,-0.0234,469,0.955,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-058-l3-029-rolling-volume-profile-context-channel-reentry-m5-tr-lb3,skipped_existing,0.0,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",1361.0,881.0,-0.0619,-0.03849999999999999,1334,865.0,0.685,0.885,-0.06999999999999995,neutral,
l3b-059-l3-030-bbands-position-mean-reversion-rsi-crossback-m5-tr-lb2,59,l3-030-bbands-position-mean-reversion-rsi-crossback-m5,30,trigger,RSI_CROSSBACK,2,1,mean_reversion,BBANDS_POSITION_MEAN_REVERSION,RSI_CROSSBACK,M5,83.3,probe_now,ok,69.4983,136.0,0.2681,128,1.5094,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-059-l3-030-bbands-position-mean-reversion-rsi-crossback-m5-tr-lb2,skipped_existing,57.1582,57.1582,-12.3401,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",284.0,148.0,0.2047,-0.06340000000000001,264,136.0,0.5107,1.2776,-0.2318,degraded,
l3b-060-l3-030-bbands-position-mean-reversion-rsi-crossback-m5-tr-lb3,60,l3-030-bbands-position-mean-reversion-rsi-crossback-m5,30,trigger,RSI_CROSSBACK,3,1,mean_reversion,BBANDS_POSITION_MEAN_REVERSION,RSI_CROSSBACK,M5,83.3,probe_now,ok,69.4983,136.0,0.2681,128,1.5094,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-060-l3-030-bbands-position-mean-reversion-rsi-crossback-m5-tr-lb3,skipped_existing,59.575,59.575,-9.923299999999998,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",423.0,287.0,0.1506,-0.1175,397,269.0,0.4983,1.2818,-0.22760000000000002,degraded,
l3b-061-l3-031-rolling-volume-profile-context-pmo-crossover-m5-tr-lb1,61,l3-031-rolling-volume-profile-context-pmo-crossover-m5,31,trigger,PMO_CROSSOVER,1,2,profile_value,ROLLING_VOLUME_PROFILE_CONTEXT,PMO_CROSSOVER,M5,82.7,probe_now,ok,0.0,1360.0,-0.0858,1304,0.8748,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-061-l3-031-rolling-volume-profile-context-pmo-crossover-m5-tr-lb1,skipped_existing,0.0,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",692.0,-668.0,-0.0907,-0.004900000000000002,664,-640.0,0.4981,0.8671,-0.00770000000000004,neutral,
l3b-062-l3-031-rolling-volume-profile-context-pmo-crossover-m5-tr-lb3,62,l3-031-rolling-volume-profile-context-pmo-crossover-m5,31,trigger,PMO_CROSSOVER,3,2,profile_value,ROLLING_VOLUME_PROFILE_CONTEXT,PMO_CROSSOVER,M5,82.7,probe_now,ok,0.0,1360.0,-0.0858,1304,0.8748,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-062-l3-031-rolling-volume-profile-context-pmo-crossover-m5-tr-lb3,skipped_existing,0.0,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",2011.0,651.0,-0.0699,0.015899999999999997,1928,624.0,0.5053,0.8947,0.01990000000000003,neutral,
l3b-063-l3-032-rolling-volume-profile-context-toby-crabel-narrow-range-m5-tr-lb1,63,l3-032-rolling-volume-profile-context-toby-crabel-narrow-range-m5,32,trigger,TOBY_CRABEL_NARROW_RANGE,1,2,profile_value,ROLLING_VOLUME_PROFILE_CONTEXT,TOBY_CRABEL_NARROW_RANGE,M5,82.25,probe_now,ok,0.0,1726.0,-0.0017,1651,1.0004,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-063-l3-032-rolling-volume-profile-context-toby-crabel-narrow-range-m5-tr-lb1,skipped_existing,0.0,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",1068.0,-658.0,0.0032,0.0049,1023,-628.0,0.4232,1.0096,0.009200000000000097,neutral,
l3b-064-l3-032-rolling-volume-profile-context-toby-crabel-narrow-range-m5-tr-lb3,64,l3-032-rolling-volume-profile-context-toby-crabel-narrow-range-m5,32,trigger,TOBY_CRABEL_NARROW_RANGE,3,2,profile_value,ROLLING_VOLUME_PROFILE_CONTEXT,TOBY_CRABEL_NARROW_RANGE,M5,82.25,probe_now,ok,0.0,1726.0,-0.0017,1651,1.0004,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-064-l3-032-rolling-volume-profile-context-toby-crabel-narrow-range-m5-tr-lb3,skipped_existing,0.0,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",2356.0,630.0,-0.0081,-0.0063999999999999994,2250,599.0,0.5,0.9914,-0.009000000000000008,neutral,
l3b-065-l3-033-rsi-mean-reversion-pmo-crossover-m5-tr-lb1,65,l3-033-rsi-mean-reversion-pmo-crossover-m5,33,trigger,PMO_CROSSOVER,1,2,mean_reversion,RSI_MEAN_REVERSION,PMO_CROSSOVER,M5,80.65,probe_now,ok,0.0,12.0,-0.1875,12,0.0,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-065-l3-033-rsi-mean-reversion-pmo-crossover-m5-tr-lb1,skipped_existing,0.0,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",6.0,-6.0,-0.25,-0.0625,6,-6.0,0.1667,1.1081,1.1081,neutral,
l3b-066-l3-033-rsi-mean-reversion-pmo-crossover-m5-tr-lb3,66,l3-033-rsi-mean-reversion-pmo-crossover-m5,33,trigger,PMO_CROSSOVER,3,2,mean_reversion,RSI_MEAN_REVERSION,PMO_CROSSOVER,M5,80.65,probe_now,ok,0.0,12.0,-0.1875,12,0.0,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-066-l3-033-rsi-mean-reversion-pmo-crossover-m5-tr-lb3,skipped_existing,0.0,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",18.0,6.0,-0.375,-0.1875,18,6.0,0.0,0.0,0.0,neutral,
l3b-067-l3-034-rolling-volume-profile-context-market-mode-transition-m15-tr-lb1,67,l3-034-rolling-volume-profile-context-market-mode-transition-m15,34,trigger,MARKET_MODE_TRANSITION,1,2,profile_value,ROLLING_VOLUME_PROFILE_CONTEXT,MARKET_MODE_TRANSITION,M15,80.63,probe_now,ok,0.0,273.0,-0.0954,271,0.7722,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-067-l3-034-rolling-volume-profile-context-market-mode-transition-m15-tr-lb1,skipped_existing,0.0,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",131.0,-142.0,-0.1193,-0.023900000000000005,130,-141.0,0.6498,0.7233,-0.048899999999999944,neutral,
l3b-068-l3-034-rolling-volume-profile-context-market-mode-transition-m15-tr-lb3,68,l3-034-rolling-volume-profile-context-market-mode-transition-m15,34,trigger,MARKET_MODE_TRANSITION,3,2,profile_value,ROLLING_VOLUME_PROFILE_CONTEXT,MARKET_MODE_TRANSITION,M15,80.63,probe_now,ok,0.0,273.0,-0.0954,271,0.7722,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-068-l3-034-rolling-volume-profile-context-market-mode-transition-m15-tr-lb3,skipped_existing,0.0,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",414.0,141.0,-0.0817,0.013700000000000004,411,140.0,0.6715,0.8247,0.05249999999999999,neutral,
l3b-069-l3-035-rsi-mean-reversion-toby-crabel-narrow-range-m5-tr-lb1,69,l3-035-rsi-mean-reversion-toby-crabel-narrow-range-m5,35,trigger,TOBY_CRABEL_NARROW_RANGE,1,2,mean_reversion,RSI_MEAN_REVERSION,TOBY_CRABEL_NARROW_RANGE,M5,80.2,probe_now,ok,73.3871,53.0,1.0446,53,2.7451,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-069-l3-035-rsi-mean-reversion-toby-crabel-narrow-range-m5-tr-lb1,skipped_existing,73.1388,73.1388,-0.2483000000000004,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",29.0,-24.0,1.4709,0.4263000000000001,29,-24.0,0.5254,4.0763,1.3312,neutral,
l3b-070-l3-035-rsi-mean-reversion-toby-crabel-narrow-range-m5-tr-lb3,70,l3-035-rsi-mean-reversion-toby-crabel-narrow-range-m5,35,trigger,TOBY_CRABEL_NARROW_RANGE,3,2,mean_reversion,RSI_MEAN_REVERSION,TOBY_CRABEL_NARROW_RANGE,M5,80.2,probe_now,ok,73.3871,53.0,1.0446,53,2.7451,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-070-l3-035-rsi-mean-reversion-toby-crabel-narrow-range-m5-tr-lb3,skipped_existing,72.0967,72.0967,-1.2904000000000053,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",98.0,45.0,0.8182,-0.22639999999999993,97,44.0,0.4038,2.1957,-0.5493999999999999,neutral,
l3b-071-l3-036-rolling-volume-profile-context-ttf-dsl-transition-m15-tr-lb2,71,l3-036-rolling-volume-profile-context-ttf-dsl-transition-m15,36,trigger,TTF_DSL_TRANSITION,2,1,profile_value,ROLLING_VOLUME_PROFILE_CONTEXT,TTF_DSL_TRANSITION,M15,80.19,probe_now,ok,0.0,148.0,0.0376,146,1.1161,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-071-l3-036-rolling-volume-profile-context-ttf-dsl-transition-m15-tr-lb2,skipped_existing,0.0,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",295.0,147.0,-0.0486,-0.0862,287,141.0,0.4118,1.0002,-0.11590000000000011,neutral,
l3b-072-l3-036-rolling-volume-profile-context-ttf-dsl-transition-m15-tr-lb3,72,l3-036-rolling-volume-profile-context-ttf-dsl-transition-m15,36,trigger,TTF_DSL_TRANSITION,3,1,profile_value,ROLLING_VOLUME_PROFILE_CONTEXT,TTF_DSL_TRANSITION,M15,80.19,probe_now,ok,0.0,148.0,0.0376,146,1.1161,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-072-l3-036-rolling-volume-profile-context-ttf-dsl-transition-m15-tr-lb3,skipped_existing,0.0,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",465.0,317.0,-0.0493,-0.0869,456,310.0,0.4878,0.9847,-0.13140000000000007,neutral,
l3b-073-l3-037-rsi-mean-reversion-wick-rejection-m5-tr-lb2,73,l3-037-rsi-mean-reversion-wick-rejection-m5,37,trigger,WICK_REJECTION,2,1,mean_reversion,RSI_MEAN_REVERSION,WICK_REJECTION,M5,80.02,probe_now,ok,0.0,334.0,-0.0324,326,0.9703,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-073-l3-037-rsi-mean-reversion-wick-rejection-m5-tr-lb2,skipped_existing,0.0,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",660.0,326.0,-0.0655,-0.033100000000000004,644,318.0,0.2665,0.9269,-0.043400000000000105,neutral,
l3b-074-l3-037-rsi-mean-reversion-wick-rejection-m5-tr-lb3,74,l3-037-rsi-mean-reversion-wick-rejection-m5,37,trigger,WICK_REJECTION,3,1,mean_reversion,RSI_MEAN_REVERSION,WICK_REJECTION,M5,80.02,probe_now,ok,0.0,334.0,-0.0324,326,0.9703,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-074-l3-037-rsi-mean-reversion-wick-rejection-m5-tr-lb3,skipped_existing,0.0,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",972.0,638.0,-0.0962,-0.0638,948,622.0,0.2588,0.8902,-0.08010000000000006,neutral,
l3b-075-l3-038-bbands-position-mean-reversion-pmo-crossover-m5-tr-lb1,75,l3-038-bbands-position-mean-reversion-pmo-crossover-m5,38,trigger,PMO_CROSSOVER,1,2,mean_reversion,BBANDS_POSITION_MEAN_REVERSION,PMO_CROSSOVER,M5,79.88,probe_now,ok,64.4568,19.0,0.5098,19,2.3158,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-075-l3-038-bbands-position-mean-reversion-pmo-crossover-m5-tr-lb1,skipped_existing,0.0,0.0,-64.4568,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",,,,,,,,,,lost_positive,
l3b-076-l3-038-bbands-position-mean-reversion-pmo-crossover-m5-tr-lb3,76,l3-038-bbands-position-mean-reversion-pmo-crossover-m5,38,trigger,PMO_CROSSOVER,3,2,mean_reversion,BBANDS_POSITION_MEAN_REVERSION,PMO_CROSSOVER,M5,79.88,probe_now,ok,64.4568,19.0,0.5098,19,2.3158,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-076-l3-038-bbands-position-mean-reversion-pmo-crossover-m5-tr-lb3,skipped_existing,0.0,0.0,-64.4568,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",81.0,62.0,0.1034,-0.40640000000000004,79,60.0,0.4708,1.3057,-1.0100999999999998,lost_positive,
l3b-077-l3-039-bbands-position-mean-reversion-toby-crabel-narrow-range-m5-tr-lb1,77,l3-039-bbands-position-mean-reversion-toby-crabel-narrow-range-m5,39,trigger,TOBY_CRABEL_NARROW_RANGE,1,2,mean_reversion,BBANDS_POSITION_MEAN_REVERSION,TOBY_CRABEL_NARROW_RANGE,M5,79.44,probe_now,ok,0.0,159.0,0.1095,155,1.1675,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-077-l3-039-bbands-position-mean-reversion-toby-crabel-narrow-range-m5-tr-lb1,skipped_existing,0.0,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",18.0,-141.0,0.1052,-0.004299999999999998,17,-138.0,0.775,0.5676,-0.5999,neutral,
l3b-078-l3-039-bbands-position-mean-reversion-toby-crabel-narrow-range-m5-tr-lb3,78,l3-039-bbands-position-mean-reversion-toby-crabel-narrow-range-m5,39,trigger,TOBY_CRABEL_NARROW_RANGE,3,2,mean_reversion,BBANDS_POSITION_MEAN_REVERSION,TOBY_CRABEL_NARROW_RANGE,M5,79.44,probe_now,ok,0.0,159.0,0.1095,155,1.1675,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-078-l3-039-bbands-position-mean-reversion-toby-crabel-narrow-range-m5-tr-lb3,skipped_existing,0.0,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",380.0,221.0,0.0883,-0.021199999999999997,365,210.0,0.2992,1.1409,-0.026599999999999957,neutral,
l3b-079-l3-040-rsi-mean-reversion-ma-crossover-m15-tr-lb2,79,l3-040-rsi-mean-reversion-ma-crossover-m15,40,trigger,MA_CROSSOVER,2,1,mean_reversion,RSI_MEAN_REVERSION,MA_CROSSOVER,M15,79.41,probe_now,ok,0.0,11.0,-0.1893,11,1.5114,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-079-l3-040-rsi-mean-reversion-ma-crossover-m15-tr-lb2,skipped_existing,0.0,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",26.0,15.0,0.1458,0.3351,26,15.0,0.4464,2.3529,0.8414999999999999,neutral,
l3b-080-l3-040-rsi-mean-reversion-ma-crossover-m15-tr-lb3,80,l3-040-rsi-mean-reversion-ma-crossover-m15,40,trigger,MA_CROSSOVER,3,1,mean_reversion,RSI_MEAN_REVERSION,MA_CROSSOVER,M15,79.41,probe_now,ok,0.0,11.0,-0.1893,11,1.5114,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-080-l3-040-rsi-mean-reversion-ma-crossover-m15-tr-lb3,skipped_existing,0.0,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",42.0,31.0,0.1948,0.3841,42,31.0,0.4604,1.9468,0.4354,neutral,
l3b-081-l3-041-rolling-volume-profile-context-channel-reentry-m15-tr-lb2,81,l3-041-rolling-volume-profile-context-channel-reentry-m15,41,trigger,CHANNEL_REENTRY,2,1,profile_value,ROLLING_VOLUME_PROFILE_CONTEXT,CHANNEL_REENTRY,M15,79.38,probe_now,ok,0.0,108.0,-0.0417,104,0.9722,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-081-l3-041-rolling-volume-profile-context-channel-reentry-m15-tr-lb2,skipped_existing,0.0,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",235.0,127.0,-0.0525,-0.010799999999999997,227,123.0,0.693,0.9756,0.0034000000000000696,neutral,
l3b-082-l3-041-rolling-volume-profile-context-channel-reentry-m15-tr-lb3,82,l3-041-rolling-volume-profile-context-channel-reentry-m15,41,trigger,CHANNEL_REENTRY,3,1,profile_value,ROLLING_VOLUME_PROFILE_CONTEXT,CHANNEL_REENTRY,M15,79.38,probe_now,ok,0.0,108.0,-0.0417,104,0.9722,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-082-l3-041-rolling-volume-profile-context-channel-reentry-m15-tr-lb3,skipped_existing,0.0,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",367.0,259.0,-0.0188,0.0229,356,252.0,0.7029,1.0217,0.0495000000000001,neutral,
l3b-083-l3-042-bbands-position-mean-reversion-rsi-crossback-m15-tr-lb2,83,l3-042-bbands-position-mean-reversion-rsi-crossback-m15,42,trigger,RSI_CROSSBACK,2,1,mean_reversion,BBANDS_POSITION_MEAN_REVERSION,RSI_CROSSBACK,M15,79.3,probe_now,ok,64.5931,52.0,0.325,52,1.576,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-083-l3-042-bbands-position-mean-reversion-rsi-crossback-m15-tr-lb2,skipped_existing,0.0,0.0,-64.5931,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",109.0,57.0,0.0488,-0.2762,106,54.0,0.3294,1.2964,-0.27960000000000007,lost_positive,
l3b-084-l3-042-bbands-position-mean-reversion-rsi-crossback-m15-tr-lb3,84,l3-042-bbands-position-mean-reversion-rsi-crossback-m15,42,trigger,RSI_CROSSBACK,3,1,mean_reversion,BBANDS_POSITION_MEAN_REVERSION,RSI_CROSSBACK,M15,79.3,probe_now,ok,64.5931,52.0,0.325,52,1.576,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-084-l3-042-bbands-position-mean-reversion-rsi-crossback-m15-tr-lb3,skipped_existing,0.0,0.0,-64.5931,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",157.0,105.0,0.0637,-0.2613,152,100.0,0.3672,1.1306,-0.4454,lost_positive,
l3b-085-l3-043-rolling-volume-profile-context-pmo-crossover-m15-tr-lb1,85,l3-043-rolling-volume-profile-context-pmo-crossover-m15,43,trigger,PMO_CROSSOVER,1,2,profile_value,ROLLING_VOLUME_PROFILE_CONTEXT,PMO_CROSSOVER,M15,78.7,probe_now,ok,0.0,416.0,-0.0475,397,0.927,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-085-l3-043-rolling-volume-profile-context-pmo-crossover-m15-tr-lb1,skipped_existing,0.0,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",198.0,-218.0,-0.0232,0.024300000000000002,191,-206.0,0.4307,0.9749,0.04789999999999994,neutral,
